1300,1400,1200
582.2354729670329,250.62402137142865,329.56332329670335
581.8887158241758,251.9031850028572,330.1625907692308
581.5526281318681,250.1682596914286,329.9812101098901
580.0464573626374,248.3165875457144,331.42514241758244
580.5425868131869,249.16187952857143,332.6112296703297
582.1572303296704,251.15780136857148,331.7985731868132
582.831183956044,253.0504471628572,329.7322562637363
583.1068114285714,254.47049279142863,328.96405582417583
582.9521043956044,254.23250886000005,328.14250813186817
582.6818116483516,254.3183851371429,326.8657305494506
583.3842171428571,254.14045847142864,326.7181364835165
583.994154065934,254.69219952000003,326.0121745054945
583.9568109890109,255.64974807428567,327.5645795604396
583.5335894505495,254.5013633485715,327.94512329670334
581.8940505494505,253.25587668857145,325.99617032967035
580.2811852747253,253.3041470142857,328.02692241758245
580.823549010989,252.92191338857145,328.1016085714286
579.2071272527472,252.5060027914286,329.24679626373626
575.696878021978,251.9755904914286,329.8282813186813
574.7970876923076,252.78888935142865,330.22305098901097
574.3151841758242,252.77766369428576,328.7346626373627
574.5445773626374,252.39374622000005,327.6606046153846
576.9060824175824,252.0002869371429,329.9758753846154
578.1348474725276,239.9096929114286,328.28654571428575
577.6938435164835,187.5128156314286,329.42284219780225
579.7103696703297,168.34500606000003,329.3285953846154
579.7921687912088,202.91610108000003,333.6248274725275
578.7305584615384,231.01504347428573,331.64742263736264
577.969470989011,245.02297974000004,331.6616485714286
576.4259571428571,251.48895825428576,330.9592430769231
573.2162307692308,253.4343646371429,329.47974593406593
572.8659171428571,252.8562432942857,330.3724232967033
572.9815028571428,252.4324747371429,331.1388454945055
574.6832802197803,252.6878584371429,334.01959714285715
577.6369397802198,252.83154684857143,332.43162725274726
579.7228173626374,252.7641929057143,333.4967940659341
582.4577531868132,253.3883394428572,334.055161978022
585.2709316483516,254.88079056000004,333.17315406593406
586.8322279120879,254.73822471428576,333.8559989010989
586.8073325274726,253.9883508171429,332.0510835164835
584.3746978021978,253.42987437428576,330.016774945055
582.9574391208791,253.06167282000004,329.00673362637366
584.1150745054945,253.55055018857144,330.83298791208796
586.2169562637363,253.3428755314286,332.4547443956044
588.0698841758242,252.34042434857145,331.03215098901103
588.2939426373626,252.08616321428576,330.01144021978024
587.4972903296704,251.8683854657143,330.7565235164835
584.5365178021977,251.3884886228572,330.4346617582418
582.9841127472528,252.7698057342857,331.951501978022
583.3468740659341,253.9501835828572,331.86081164835167
583.5104723076923,254.7893014542857,328.08560439560443
583.9888193406593,254.9773312114286,326.7305841758242
585.5661197802198,253.87833937714288,328.5746208791209
585.8790903296704,252.3449146114286,326.97953802197804
584.6592164835165,251.19933630000003,323.76092043956044
588.4771015384615,251.0797830514286,325.83790681318686
591.9926854945055,250.7559228428572,325.61029186813187
592.2772041758242,249.94094013428577,325.2866518681319
590.598543956044,249.6153960771429,325.4538065934066
588.37752,250.22102028000003,324.4099786813187
587.24478,250.1744338028572,326.30736263736264
586.7166421978022,250.5830477228572,323.9725312087912
586.5192573626374,251.77858020857147,323.2754604395605
588.1036707692308,252.63846554571435,324.36018791208795
590.105970989011,252.75296724857145,326.83905692307695
591.121347032967,251.9581907228572,327.68194351648356
591.084003956044,252.19617465428576,327.35119054945056
588.7811808791209,252.10412426571432,326.4745173626374
586.766432967033,251.9520166114286,325.8681369230769
584.883274945055,252.35052744000004,326.8194962637363
585.251370989011,252.42237164571432,327.04711120879125
585.4523123076923,252.38195928000005,326.015730989011
584.780136923077,251.8683854657143,324.6660454945055
584.7623545054945,250.6459114028572,325.9019235164835
585.0201995604396,249.70520133428573,326.4514002197802
585.4078562637362,250.57238334857144,324.60380703296704
587.0438386813187,252.46222272857148,324.89721692307694
588.1534615384616,253.27552158857145,326.50119098901104
587.024278021978,253.40237151428573,326.1579903296703
587.2056586813187,253.0689694971429,326.8781782417583
587.0722905494505,252.75689622857143,327.31029098901104
585.4932118681319,252.97018371428567,327.1751446153847
584.4511621978022,252.39935904857143,328.8804784615385
584.2502208791209,251.39971428000004,326.41227890109894
582.5431087912089,251.9856935828572,326.8301657142857
579.6339052747253,253.2177094542857,326.37493582417585
578.3446799999999,253.6695421542857,324.6091417582418
578.3802448351648,253.02013788857147,326.41227890109894
578.0352659340659,252.04743469714288,327.51656703296703
578.0032575824176,251.85772109142863,328.0038052747253
577.9659145054945,251.56080246000005,325.919705934066
579.2480268131868,252.35557898571432,325.16573142857146
580.6190512087912,252.6811230428572,326.54920351648354
582.2888202197802,252.30506352857145,327.48100219780224
582.9503261538462,251.59784712857143,327.1324668131868
583.5495936263736,250.11662166857147,327.8882195604396
583.1494892307692,249.39986346000003,328.4999347252747
584.442270989011,249.3785347114286,330.1501430769231
585.8417472527473,248.6410090371429,329.98654483516486
584.5685261538462,247.5554879914286,329.7073608791209
