1933.98,1133.98,1951.98,2751.98,0.00,500.00
58750.0,-96178.0,58866.0,206816.0,-317387.0,-221652.0
58773.0,-96074.0,58850.0,206736.0,-317431.0,-221565.0
58737.0,-96137.0,59002.0,206931.0,-317370.0,-221585.0
58795.0,-96134.0,58919.0,206998.0,-317375.0,-221658.0
58882.0,-96050.0,58937.0,207054.0,-317452.0,-221681.0
58806.0,-96135.0,58871.0,207051.0,-317372.0,-221753.0
58804.0,-96133.0,58730.0,206914.0,-317401.0,-221597.0
58823.0,-96124.0,58521.0,206970.0,-317440.0,-221404.0
58699.0,-96120.0,58689.0,206981.0,-317484.0,-221525.0
58741.0,-96164.0,58822.0,206961.0,-317425.0,-221611.0
58844.0,-96271.0,58808.0,207106.0,-317410.0,-221691.0
58841.0,-96245.0,58814.0,207034.0,-317375.0,-221675.0
58856.0,-96165.0,59015.0,206998.0,-317368.0,-221757.0
58792.0,-96155.0,59003.0,206940.0,-317334.0,-221828.0
58721.0,-96139.0,58899.0,207043.0,-317357.0,-221611.0
58696.0,-95994.0,58869.0,207145.0,-317411.0,-221627.0
58696.0,-96014.0,58832.0,207184.0,-317536.0,-221670.0
58810.0,-96104.0,58835.0,207150.0,-317465.0,-221767.0
58765.0,-96057.0,58834.0,207151.0,-317392.0,-221721.0
58739.0,-96033.0,58713.0,207114.0,-317354.0,-221683.0
58827.0,-96036.0,58879.0,207141.0,-317312.0,-221635.0
58954.0,-95975.0,58818.0,207026.0,-317364.0,-221564.0
58875.0,-96047.0,58832.0,207010.0,-317466.0,-221587.0
58687.0,-96065.0,58924.0,206772.0,-317570.0,-221683.0
58741.0,-96063.0,58882.0,206549.0,-317442.0,-221716.0
58589.0,-96124.0,58889.0,206834.0,-317332.0,-221972.0
58513.0,-96185.0,58848.0,206937.0,-317232.0,-222299.0
58682.0,-96156.0,58748.0,206991.0,-317315.0,-221956.0
58803.0,-96162.0,58817.0,206875.0,-317438.0,-221717.0
58614.0,-96160.0,58877.0,206890.0,-317328.0,-221682.0
58632.0,-96303.0,58874.0,206922.0,-317276.0,-221790.0
58780.0,-96296.0,58869.0,206913.0,-317423.0,-221770.0
58796.0,-96159.0,58902.0,207073.0,-317526.0,-221752.0
58857.0,-96202.0,58874.0,207001.0,-317600.0,-221724.0
58799.0,-96241.0,58882.0,206870.0,-317613.0,-221658.0
58818.0,-96217.0,58888.0,206896.0,-317500.0,-221720.0
58812.0,-96251.0,58871.0,206967.0,-317489.0,-221754.0
58849.0,-96189.0,58902.0,206916.0,-317497.0,-221697.0
58752.0,-96107.0,58886.0,206967.0,-317436.0,-221653.0
58663.0,-96185.0,58835.0,207079.0,-317509.0,-221602.0
58710.0,-96126.0,58790.0,207037.0,-317467.0,-221630.0
58788.0,-96159.0,58833.0,206876.0,-317516.0,-221665.0
58843.0,-96179.0,58957.0,206984.0,-317497.0,-221688.0
58812.0,-96001.0,58924.0,207077.0,-317431.0,-221717.0
58835.0,-95882.0,58867.0,207060.0,-317434.0,-221632.0
58810.0,-96156.0,58800.0,206954.0,-317405.0,-221607.0
58766.0,-96224.0,58772.0,207065.0,-317368.0,-221731.0
58782.0,-96277.0,58843.0,207073.0,-317477.0,-221814.0
58717.0,-96225.0,58764.0,206994.0,-317601.0,-221734.0
58768.0,-96231.0,58835.0,206986.0,-317497.0,-221722.0
58798.0,-96216.0,58846.0,207008.0,-317292.0,-221713.0
58771.0,-96189.0,58846.0,207048.0,-317006.0,-221704.0
58784.0,-96158.0,58837.0,207029.0,-317007.0,-221755.0
58722.0,-96213.0,58842.0,207131.0,-317461.0,-221709.0
58733.0,-96205.0,58870.0,207132.0,-317534.0,-221639.0
58774.0,-96162.0,58820.0,207028.0,-317501.0,-221669.0
58739.0,-96186.0,58740.0,206993.0,-317400.0,-221816.0
58698.0,-96166.0,58842.0,207017.0,-317407.0,-221787.0
58702.0,-96224.0,58880.0,207026.0,-317415.0,-221738.0
58784.0,-96278.0,58907.0,206983.0,-317612.0,-221813.0
58852.0,-96157.0,58927.0,206993.0,-317569.0,-221718.0
58841.0,-96044.0,58887.0,207045.0,-317461.0,-221620.0
58823.0,-96183.0,58855.0,207086.0,-317384.0,-221668.0
58796.0,-96282.0,58868.0,207075.0,-317393.0,-221709.0
58841.0,-96354.0,58910.0,207057.0,-317288.0,-221644.0
58837.0,-96359.0,58908.0,207006.0,-317318.0,-221628.0
58755.0,-96313.0,58910.0,207009.0,-317481.0,-221701.0
58788.0,-96356.0,58820.0,206970.0,-317527.0,-221745.0
58840.0,-96332.0,58802.0,206992.0,-317422.0,-221739.0
58869.0,-96315.0,58869.0,207010.0,-317390.0,-221608.0
58810.0,-96273.0,58829.0,207081.0,-317444.0,-221561.0
58928.0,-96294.0,58860.0,207079.0,-317445.0,-221583.0
58898.0,-96213.0,58875.0,207004.0,-317376.0,-221685.0
58795.0,-96131.0,58879.0,206973.0,-317300.0,-221715.0
58682.0,-96135.0,58903.0,206981.0,-317333.0,-221663.0
58665.0,-96155.0,58849.0,206970.0,-317493.0,-221555.0
58717.0,-96191.0,58774.0,206911.0,-317523.0,-221543.0
58756.0,-96228.0,58827.0,206891.0,-317445.0,-221558.0
58730.0,-96255.0,58855.0,207022.0,-317405.0,-221571.0
58781.0,-96133.0,58900.0,207005.0,-317418.0,-221621.0
58797.0,-96111.0,58827.0,206969.0,-317448.0,-221667.0
58770.0,-96162.0,58792.0,206977.0,-317474.0,-221615.0
58789.0,-96224.0,58778.0,207000.0,-317452.0,-221575.0
58848.0,-96234.0,58754.0,206981.0,-317413.0,-221620.0
58849.0,-96208.0,58823.0,207007.0,-317534.0,-221627.0
58799.0,-96360.0,58835.0,207056.0,-317600.0,-221653.0
58825.0,-96424.0,58814.0,207057.0,-317569.0,-221658.0
58816.0,-96244.0,58864.0,206982.0,-317543.0,-221623.0
58788.0,-96234.0,58975.0,206890.0,-317582.0,-221657.0
58831.0,-96334.0,58853.0,206980.0,-317489.0,-221650.0
58905.0,-96297.0,58774.0,207008.0,-317487.0,-221624.0
58742.0,-96216.0,58751.0,206942.0,-317512.0,-221640.0
58648.0,-96132.0,58737.0,206998.0,-317540.0,-221619.0
58906.0,-96188.0,58741.0,207075.0,-317543.0,-221643.0
58898.0,-96228.0,58768.0,206979.0,-317458.0,-221704.0
58877.0,-96294.0,58818.0,207014.0,-317457.0,-221632.0
58807.0,-96210.0,58809.0,206955.0,-317456.0,-221624.0
58758.0,-96136.0,58787.0,206943.0,-317407.0,-221613.0
58709.0,,58871.0,206942.0,-317430.0,-221642.0
58538.0,,58844.0,206986.0,-317597.0,-221749.0
58688.0,,,,,
58850.0,,,,,
59055.0,,,,,
58958.0,,,,,
58822.0,,,,,
58861.0,,,,,
58845.0,,,,,
58845.0,,,,,
58884.0,,,,,
58853.0,,,,,
58764.0,,,,,
58782.0,,,,,
58947.0,,,,,
58871.0,,,,,
58831.0,,,,,
58825.0,,,,,
58734.0,,,,,
58844.0,,,,,
58851.0,,,,,
58918.0,,,,,
59004.0,,,,,
58939.0,,,,,
58866.0,,,,,
58861.0,,,,,
58823.0,,,,,
58791.0,,,,,
58880.0,,,,,
58880.0,,,,,
58900.0,,,,,
58875.0,,,,,
58953.0,,,,,
58905.0,,,,,
58803.0,,,,,
58831.0,,,,,
58809.0,,,,,
58740.0,,,,,
58850.0,,,,,
58817.0,,,,,
58615.0,,,,,
58668.0,,,,,
58806.0,,,,,
58879.0,,,,,
58864.0,,,,,
58795.0,,,,,
58862.0,,,,,
58760.0,,,,,
58759.0,,,,,
58812.0,,,,,
58765.0,,,,,
58796.0,,,,,
58763.0,,,,,
58848.0,,,,,
58861.0,,,,,
58922.0,,,,,
