0.00,500.00,818.00,1318.00,1133.98,1951.98,2451.98,2751.98
-279080,-204596.0,-142154.0,-39304.0,-55696.0,114112.0,217448.0,280177
-279088,-204654.0,-141969.0,-39414.0,-55628.0,113838.0,217542.0,280207
-278964,-204815.0,-142286.0,-39287.0,-55758.0,113861.0,217590.0,280012
-278888,-204688.0,-142163.0,-39171.0,-55674.0,113977.0,217516.0,280086
-278818,-204711.0,-142142.0,-39269.0,-55681.0,113946.0,217439.0,280086
-278898,-204733.0,-142288.0,-39386.0,-55679.0,114016.0,217440.0,280085
-278962,-204610.0,-142183.0,-39339.0,-55633.0,113980.0,217474.0,279976
-278986,-204661.0,-142152.0,-39221.0,-55653.0,114006.0,217472.0,280060
-278935,-204605.0,-142109.0,-39294.0,-55806.0,114063.0,217439.0,280095
-278858,-204727.0,-142297.0,-39422.0,-55608.0,114111.0,217484.0,280065
-278870,-204911.0,-142243.0,-39277.0,-55581.0,114004.0,217531.0,280275
-278955,-204820.0,-142137.0,-39251.0,-55579.0,113967.0,217572.0,280136
-278912,-204749.0,-142172.0,-39319.0,-55670.0,113809.0,217528.0,279970
-278827,-204861.0,-142150.0,-39260.0,-55585.0,113888.0,217552.0,280167
-278910,-204574.0,-142213.0,-39261.0,-55741.0,113755.0,217436.0,280055
-279008,-204722.0,-142219.0,-39318.0,-55672.0,113807.0,217453.0,279990
-279003,-204678.0,-142148.0,-39380.0,-55689.0,113820.0,217440.0,280126
-278918,-204667.0,-142090.0,-39338.0,-55811.0,113905.0,217402.0,280035
-278860,-204674.0,-142077.0,-39385.0,-55714.0,114058.0,217428.0,279978
-278776,-204674.0,-142208.0,-39221.0,-55583.0,114217.0,217315.0,280083
-278872,-204726.0,-142049.0,-39324.0,-55588.0,113868.0,217452.0,279919
-279001,-204729.0,-142214.0,-39282.0,-55514.0,113999.0,217515.0,280063
-278937,-204824.0,-142309.0,-39232.0,-55651.0,113909.0,217428.0,280137
-278902,-204782.0,-142179.0,-39326.0,-55589.0,113939.0,217518.0,280140
-278892,-204748.0,-142178.0,-39268.0,-55647.0,113829.0,217379.0,280138
-278977,-204687.0,-141812.0,-39379.0,-55712.0,114117.0,217409.0,280067
-279043,-204733.0,-141747.0,-39324.0,-55730.0,114157.0,217352.0,280090
-279021,-204868.0,-142005.0,-39439.0,-55695.0,113891.0,217400.0,280056
-278916,-204706.0,-141949.0,-39197.0,-55687.0,113972.0,217492.0,280143
-278943,-204668.0,-141710.0,-39449.0,-55777.0,113789.0,217391.0,280085
-278966,-204735.0,-141822.0,-39389.0,-55900.0,114063.0,217414.0,280137
-279009,-204729.0,-142110.0,-39361.0,-55801.0,113913.0,217407.0,279998
-279000,-204703.0,-142104.0,-39391.0,-55814.0,113881.0,217477.0,280029
-278958,-204736.0,-142133.0,-39288.0,-55841.0,113905.0,217498.0,280202
-278925,-204144.0,-142028.0,-39475.0,-55843.0,113852.0,217432.0,280038
-278971,-204705.0,-141969.0,-39349.0,-55810.0,113811.0,217356.0,280209
-279032,-204589.0,-141890.0,-39183.0,-55751.0,113948.0,217365.0,280156
-278872,-204660.0,-141852.0,-39385.0,-54689.0,113925.0,217410.0,280198
-278922,-204792.0,-141958.0,-39406.0,-55649.0,113899.0,217462.0,280066
-278991,-204700.0,-142061.0,-39123.0,-55681.0,113925.0,217477.0,280081
-279014,-204544.0,-142176.0,-39132.0,-55850.0,113915.0,217394.0,280193
-278985,-204650.0,-142130.0,-39177.0,-55755.0,114095.0,217446.0,280097
-279002,-204791.0,-142103.0,-39345.0,-55708.0,114424.0,217476.0,280167
-279089,-204619.0,-142182.0,-39307.0,-55651.0,113965.0,217403.0,280153
-279040,-204685.0,-142301.0,-39166.0,-55684.0,113937.0,217381.0,280049
-279006,-204728.0,-142412.0,-38994.0,-55837.0,114005.0,217446.0,280133
-278998,-204821.0,-142577.0,-39150.0,-55843.0,114058.0,217437.0,280111
-278918,-204657.0,-142718.0,-39242.0,-55837.0,113983.0,217409.0,280145
-278869,-204706.0,-142687.0,-39050.0,-55795.0,114010.0,217462.0,280164
-278859,-204764.0,-142624.0,-39190.0,-55832.0,114069.0,217483.0,280202
-278859,-204668.0,-142540.0,-39361.0,-55715.0,114151.0,217349.0,280224
-278909,-204748.0,-142381.0,-39275.0,-55860.0,114061.0,217362.0,280101
