1300
0.04153493142857201
0.0016838485714458784
0.0695990742857191
0.14930123999999978
0.1549140685714292
0.23349366857144105
0.1655784428571394
0.10271476285714698
0.1347078857142776
0.09822450000001481
0.15828176571429253
0.2536998514285642
0.13863686571428957
0.13246275428571153
0.17399768571428353
0.16894614000000274
0.1807330800000102
0.16333331142857332
0.13302403714286015
0.1363917342857235
0.144249694285719
0.1756815342857294
0.13021762285714544
0.1706299885714202
0.17119127142856883
0.2093585057142775
0.16613972571428803
0.08138601428572656
0.12123709714285269
0.12628864285713348
0.08868269142857343
0.08026344857142931
0.12292094571429857
0.10439861142856444
0.13807558285714094
0.1706299885714202
0.12741120857143073
0.13807558285714094
0.1734364028571349
0.31880866285715115
0.3580984628571571
0.2093585057142775
0.10552117714286169
0.128533774285728
0.1700687057143
0.15266893714286311
0.10159219714284973
0.1240435114285674
0.14593354285713644
0.1268499257142821
0.16333331142857332
0.1728751200000147
0.09597936857142031
0.07689575142856597
0.1347078857142776
0.1986941314285673
0.1728751200000147
0.15996561428571
0.16726229142858529
0.12067581428570406
0.10495989428571306
0.09597936857142031
0.06398624571428968
0.11281785428570856
0.09934706571428364
0.11674683428572052
0.13021762285714544
0.08980525714287069
0.03760595142858847
0.05893470000000889
0.05725085142856301
0.08138601428572656
0.13751429999999232
0.1004696314285809
0.05725085142856301
0.06735394285715302
0.09429552000000285
0.16333331142857332
0.17680409999999824
0.10720502571427915
0.10383732857144423
0.09654065142856894
0.1341466028571574
0.10552117714286169
0.1498625228571484
0.16613972571428803
0.17624281714284962
0.14088199714285565
0.11394042000000582
0.12067581428570406
0.1161855514285719
0.12011453142858386
0.10103091428572952
0.09092782285713952
0.12179838000000132
0.12460479428571603
0.08419242857144127
0.1004696314285809
0.10552117714286169
0.10383732857144423
0.2862542571428719
0.3491179371428643
0.128533774285728
0.128533774285728
0.1829782114285763
0.14032071428570703
0.24584189142856872
0.18690719142858825
0.14649482571428507
0.18185564571427904
0.33676971428570823
0.24079034571428792
0.13077890571429407
0.10495989428571306
0.13807558285714094
0.2065520914285628
0.21048107142857475
0.201500545714282
0.0954180857143001
0.1111340057142911
0.12572736000001328
0.08363114571429264
0.08026344857142931
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
